날짜,미세먼지(PM-10),소음(db),습도(%),온도(℃),초미세먼지(PM-2.5),PM10단계,PM25단계
2018-10-26 07,45.29,52.6,68.32,13.19,30.01,보통,보통
2018-10-26 08,48.25,52.92,75.43,13.11,30.36,보통,보통
2018-10-26 09,49.7,53.02,77.64,13.22,32.41,보통,보통
2018-10-26 10,52.81,53.16,75.99,13.51,36.9,보통,나쁨
2018-10-26 11,52.13,53.65,80.79,13.49,37.23,보통,나쁨
2018-10-26 12,51.08,54.15,83.58,13.35,35.04,보통,보통
2018-10-26 13,49.05,54.72,87.65,13.16,34.12,보통,보통
2018-10-26 14,35.44,53.91,89.01,13.49,23.36,보통,보통
2018-10-26 15,31.0,52.96,82.94,14.92,22.01,보통,보통
2018-10-26 16,29.79,52.96,74.74,15.15,21.66,좋음,보통
2018-10-26 17,32.14,53.17,74.94,14.52,20.19,보통,보통
2018-10-26 18,38.96,52.81,69.81,14.03,22.18,보통,보통
2018-10-26 19,47.74,53.03,60.98,14.09,22.41,보통,보통
2018-10-26 20,37.5,53.18,63.26,12.33,13.56,보통,좋음
2018-10-26 21,39.35,52.84,58.27,12.24,13.78,보통,좋음
2018-10-26 22,42.55,52.92,56.9,12.11,15.99,보통,좋음
2018-10-26 23,40.21,52.51,55.86,11.72,12.29,보통,좋음
2018-10-27 00,40.06,52.19,55.16,11.58,11.97,보통,좋음
2018-10-27 01,36.77,51.89,52.16,11.38,8.15,보통,좋음
2018-10-27 02,33.59,51.54,49.78,11.07,6.57,보통,좋음
2018-10-27 03,30.35,51.44,50.36,10.73,6.15,좋음,좋음
2018-10-27 04,26.74,51.5,52.97,10.09,6.8,좋음,좋음
2018-10-27 05,24.06,51.9,54.15,9.65,6.75,좋음,좋음
2018-10-27 06,23.49,52.13,56.24,9.42,7.57,좋음,좋음
2018-10-27 07,30.48,52.45,55.6,9.35,13.04,좋음,좋음
2018-10-27 08,45.7,52.86,49.46,9.53,18.39,보통,보통
2018-10-27 09,52.1,53.0,43.86,10.24,11.07,보통,좋음
2018-10-27 10,54.32,53.12,37.75,11.11,6.49,보통,좋음
2018-10-27 11,55.85,53.04,34.71,11.61,5.94,보통,좋음
2018-10-27 12,51.36,53.08,32.54,12.04,5.24,보통,좋음
2018-10-27 13,42.25,53.34,30.98,12.46,5.04,보통,좋음
2018-10-27 14,36.83,53.18,30.6,12.27,5.43,보통,좋음
2018-10-27 15,28.96,52.98,29.74,11.95,4.52,좋음,좋음
2018-10-27 16,27.61,52.99,31.16,11.36,4.95,좋음,좋음
2018-10-27 17,26.74,52.95,31.67,10.73,5.65,좋음,좋음
2018-10-27 18,25.67,52.96,33.51,10.24,7.78,좋음,좋음
2018-10-27 19,24.88,52.91,36.79,9.76,7.51,좋음,좋음
2018-10-27 20,23.79,52.91,38.74,9.23,7.44,좋음,좋음
2018-10-27 21,23.8,52.86,41.0,8.82,10.46,좋음,좋음
2018-10-27 22,23.62,52.86,46.4,8.38,10.39,좋음,좋음
2018-10-27 23,25.55,52.66,49.56,8.2,10.12,좋음,좋음
2018-10-28 00,25.15,52.36,50.55,8.43,12.0,좋음,좋음
2018-10-28 01,22.89,52.08,53.06,8.31,10.32,좋음,좋음
2018-10-28 02,20.59,51.91,57.24,7.79,8.55,좋음,좋음
2018-10-28 03,20.27,51.68,57.71,7.94,7.2,좋음,좋음
2018-10-28 04,21.23,51.62,59.39,7.87,7.99,좋음,좋음
2018-10-28 05,20.12,51.96,66.5,8.18,8.64,좋음,좋음
2018-10-28 06,21.87,52.04,79.23,7.91,9.24,좋음,좋음
2018-10-28 07,20.37,52.11,78.41,7.93,12.36,좋음,좋음
2018-10-28 08,18.26,53.6,83.26,7.83,12.81,좋음,좋음
2018-10-28 09,18.08,53.11,84.7,8.28,12.98,좋음,좋음
2018-10-28 10,19.17,52.96,80.73,9.37,13.67,좋음,좋음
2018-10-28 11,20.46,52.75,74.18,11.13,11.77,좋음,좋음
2018-10-28 12,24.89,52.71,67.93,12.36,11.69,좋음,좋음
2018-10-28 13,26.28,53.59,71.24,11.98,14.47,좋음,좋음
2018-10-28 14,21.67,53.26,74.38,11.18,13.46,좋음,좋음
2018-10-28 15,25.08,53.79,70.1,11.51,15.92,좋음,좋음
2018-10-28 16,20.48,54.23,72.08,10.92,15.18,좋음,좋음
2018-10-28 17,15.43,53.14,73.19,10.01,9.26,좋음,좋음
2018-10-28 18,15.29,52.97,72.15,9.88,7.25,좋음,좋음
2018-10-28 19,12.59,52.86,71.1,10.05,7.59,좋음,좋음
2018-10-28 20,12.93,52.73,61.63,9.63,9.14,좋음,좋음
2018-10-28 21,14.83,52.74,61.24,8.87,10.67,좋음,좋음
2018-10-28 22,15.21,52.67,64.45,7.95,11.45,좋음,좋음
2018-10-28 23,16.13,52.27,72.55,6.84,12.32,좋음,좋음
2018-10-29 00,16.72,52.08,75.85,6.17,12.01,좋음,좋음
2018-10-29 01,15.31,51.73,77.84,5.73,11.6,좋음,좋음
2018-10-29 02,16.69,51.64,78.33,5.73,9.83,좋음,좋음
2018-10-29 03,14.03,51.52,74.08,6.43,8.1,좋음,좋음
2018-10-29 04,13.11,51.64,74.8,6.02,8.61,좋음,좋음
2018-10-29 05,15.47,52.23,76.59,5.54,12.07,좋음,좋음
2018-10-29 06,17.21,52.62,76.18,5.62,13.01,좋음,좋음
2018-10-29 07,19.03,53.04,74.8,5.82,11.86,좋음,좋음
2018-10-29 08,20.24,53.31,67.3,7.22,13.6,좋음,좋음
2018-10-29 09,22.28,53.08,56.98,9.33,15.6,좋음,좋음
2018-10-29 10,24.49,53.08,44.03,11.58,14.67,좋음,좋음
2018-10-29 11,21.09,52.88,37.58,12.47,12.43,좋음,좋음
2018-10-29 12,19.27,52.94,40.52,11.78,10.7,좋음,좋음
2018-10-29 13,20.27,52.98,39.24,12.74,10.54,좋음,좋음
2018-10-29 14,24.08,53.1,35.8,12.61,9.86,좋음,좋음
2018-10-29 15,27.72,53.2,39.15,12.37,10.07,좋음,좋음
2018-10-29 16,27.28,53.25,40.21,11.73,10.12,좋음,좋음
2018-10-29 17,27.5,53.14,45.4,10.79,8.4,좋음,좋음
2018-10-29 18,27.89,52.98,44.95,10.25,7.73,좋음,좋음
2018-10-29 19,31.32,53.0,47.91,9.04,10.9,보통,좋음
2018-10-29 20,31.55,52.86,50.02,8.04,11.52,보통,좋음
2018-10-29 21,32.32,52.78,48.93,7.31,14.3,보통,좋음
2018-10-29 22,32.65,52.71,49.33,6.75,15.11,보통,좋음
2018-10-29 23,31.87,52.44,47.86,6.14,15.56,보통,좋음
2018-10-30 00,31.29,52.12,46.39,5.6,12.72,보통,좋음
2018-10-30 01,29.46,51.83,47.17,5.06,11.8,좋음,좋음
2018-10-30 02,26.29,51.66,48.56,4.67,11.69,좋음,좋음
2018-10-30 03,24.96,51.64,53.12,3.99,10.62,좋음,좋음
2018-10-30 04,23.2,51.81,58.7,3.35,10.53,좋음,좋음
2018-10-30 05,23.36,52.27,62.27,2.92,11.64,좋음,좋음
2018-10-30 06,24.19,52.69,63.23,2.71,14.29,좋음,좋음
2018-10-30 07,26.6,53.14,62.9,2.89,14.09,좋음,좋음
2018-10-30 08,30.49,53.14,54.06,4.74,17.88,좋음,보통
2018-10-30 09,29.53,53.3,39.97,7.03,15.97,좋음,좋음
2018-10-30 10,27.34,53.35,33.73,8.36,13.35,좋음,좋음
2018-10-30 11,26.04,53.05,31.34,9.71,13.93,좋음,좋음
2018-10-30 12,22.34,52.81,29.86,10.76,13.64,좋음,좋음
2018-10-30 13,24.15,53.04,28.7,11.66,12.13,좋음,좋음
2018-10-30 14,24.14,53.11,28.67,12.04,12.8,좋음,좋음
2018-10-30 15,23.65,53.17,30.11,11.91,11.4,좋음,좋음
2018-10-30 16,25.04,53.1,33.31,11.17,11.24,좋음,좋음
2018-10-30 17,26.24,53.04,36.88,10.25,14.45,좋음,좋음
2018-10-30 18,27.04,52.92,42.4,9.96,15.34,좋음,좋음
2018-10-30 19,26.24,52.96,45.95,9.79,13.94,좋음,좋음
2018-10-30 20,28.66,52.79,46.06,9.8,15.64,좋음,좋음
2018-10-30 21,27.48,52.63,45.6,9.73,17.41,좋음,보통
2018-10-30 22,26.58,52.61,42.92,9.7,17.73,좋음,보통
2018-10-30 23,29.91,52.21,44.39,9.27,17.89,좋음,보통
2018-10-31 00,27.56,52.13,47.94,8.57,17.64,좋음,보통
2018-10-31 01,24.27,51.84,46.58,8.35,16.9,좋음,보통
2018-10-31 02,21.91,51.62,49.6,7.73,13.87,좋음,좋음
2018-10-31 03,18.83,51.56,54.68,6.96,11.89,좋음,좋음
2018-10-31 04,18.63,51.78,60.66,6.04,11.01,좋음,좋음
2018-10-31 05,19.45,52.19,65.15,5.24,11.82,좋음,좋음
2018-10-31 06,20.64,52.83,66.96,4.78,13.93,좋음,좋음
2018-10-31 07,21.5,53.11,67.48,4.76,13.98,좋음,좋음
2018-10-31 08,24.73,53.1,56.25,6.62,14.37,좋음,좋음
2018-10-31 09,24.94,53.23,40.55,8.49,13.3,좋음,좋음
2018-10-31 10,23.41,53.37,34.78,9.85,13.32,좋음,좋음
2018-10-31 11,21.23,53.13,31.83,11.16,12.57,좋음,좋음
2018-10-31 12,20.66,52.9,30.3,12.05,13.71,좋음,좋음
2018-10-31 13,23.63,53.09,29.42,12.98,15.54,좋음,좋음
2018-10-31 14,26.89,52.93,30.52,13.08,17.38,좋음,보통
2018-10-31 15,28.1,53.28,31.74,12.81,17.55,좋음,보통
2018-10-31 16,27.47,53.16,33.52,12.43,14.12,좋음,좋음
2018-10-31 17,29.58,53.02,36.47,11.53,15.21,좋음,좋음
2018-10-31 18,32.45,52.96,43.45,10.49,16.8,보통,보통
2018-10-31 19,32.59,52.98,49.57,9.6,20.2,보통,보통
2018-10-31 20,31.68,52.92,53.11,8.81,20.36,보통,보통
2018-10-31 21,31.16,52.74,55.89,8.12,18.64,보통,보통
2018-10-31 22,33.75,52.73,56.34,7.68,19.15,보통,보통
2018-10-31 23,35.12,52.43,58.56,7.1,21.54,보통,보통
2018-11-01 00,35.0,52.24,61.46,6.39,20.94,보통,보통
2018-11-01 01,33.97,52.14,64.87,5.63,20.23,보통,보통
2018-11-01 02,32.13,51.9,67.74,5.01,20.13,보통,보통
2018-11-01 03,32.96,51.84,69.73,4.5,20.44,보통,보통
2018-11-01 04,35.11,51.87,71.54,4.08,21.57,보통,보통
2018-11-01 05,37.55,52.24,72.91,3.75,24.64,보통,보통
2018-11-01 06,37.78,52.64,74.03,3.49,26.0,보통,보통
2018-11-01 07,39.52,53.04,73.52,3.66,25.78,보통,보통
2018-11-01 08,41.98,53.23,67.35,5.17,24.22,보통,보통
2018-11-01 09,42.96,53.37,56.57,7.91,23.88,보통,보통
2018-11-01 10,48.34,53.25,47.11,10.28,25.68,보통,보통
2018-11-01 11,51.77,52.87,39.16,12.42,32.24,보통,보통
2018-11-01 12,45.24,52.71,34.9,14.08,28.67,보통,보통
2018-11-01 13,45.17,52.68,30.93,15.16,24.58,보통,보통
2018-11-01 14,43.26,52.9,28.6,15.67,23.57,보통,보통
2018-11-01 15,32.82,52.84,27.45,15.67,17.77,보통,보통
2018-11-01 16,31.37,52.71,28.25,15.39,17.76,보통,보통
2018-11-01 17,35.52,52.77,36.06,13.93,24.58,보통,보통
2018-11-01 18,37.39,52.89,45.28,12.09,23.12,보통,보통
2018-11-01 19,39.95,52.97,50.96,10.86,19.51,보통,보통
2018-11-01 20,39.78,52.97,53.88,10.02,23.86,보통,보통
2018-11-01 21,37.8,52.8,57.32,9.29,24.22,보통,보통
2018-11-01 22,38.36,52.68,60.34,8.59,22.9,보통,보통
2018-11-01 23,37.7,52.37,63.09,7.95,23.14,보통,보통
2018-11-02 00,39.3,52.11,65.52,7.41,25.65,보통,보통
2018-11-02 01,38.09,51.89,68.14,6.78,25.01,보통,보통
2018-11-02 02,37.98,51.71,69.87,6.31,24.81,보통,보통
2018-11-02 03,37.08,51.65,71.85,5.92,22.2,보통,보통
2018-11-02 04,35.96,51.77,72.79,5.61,22.58,보통,보통
2018-11-02 05,35.98,52.14,74.6,5.3,23.97,보통,보통
2018-11-02 06,37.38,52.6,75.72,5.1,23.64,보통,보통
2018-11-02 07,39.57,53.03,74.94,5.34,26.59,보통,보통
2018-11-02 08,39.77,53.14,67.28,7.03,29.05,보통,보통
2018-11-02 09,42.3,53.37,55.07,9.91,30.07,보통,보통
2018-11-02 10,45.87,53.08,44.53,12.57,28.45,보통,보통
2018-11-02 11,48.51,52.64,37.81,14.86,30.19,보통,보통
2018-11-02 12,46.95,52.47,32.97,16.61,28.86,보통,보통
2018-11-02 13,48.01,52.53,30.92,17.93,29.3,보통,보통
2018-11-02 14,48.0,52.57,30.19,18.46,30.44,보통,보통
2018-11-02 15,47.82,52.64,30.61,18.41,28.37,보통,보통
2018-11-02 16,51.25,52.66,32.13,17.88,31.25,보통,보통
2018-11-02 17,56.17,52.72,39.18,16.11,30.68,보통,보통
2018-11-02 18,52.05,52.79,47.8,14.04,27.2,보통,보통
2018-11-02 19,52.88,52.87,52.66,12.64,28.86,보통,보통
2018-11-02 20,49.27,52.92,56.35,11.63,27.77,보통,보통
2018-11-02 21,46.89,52.85,59.36,10.85,26.97,보통,보통
2018-11-02 22,48.41,52.79,62.17,10.1,29.29,보통,보통
2018-11-02 23,50.82,52.54,64.2,9.37,31.31,보통,보통
2018-11-03 00,55.96,52.29,65.79,8.76,36.77,보통,나쁨
2018-11-03 01,58.57,52.13,68.35,8.06,38.68,보통,나쁨
2018-11-03 02,51.67,51.93,70.12,7.51,34.84,보통,보통
2018-11-03 03,45.66,51.82,71.94,7.0,31.04,보통,보통
2018-11-03 04,45.12,51.73,74.03,6.57,32.11,보통,보통
2018-11-03 05,44.29,52.02,75.39,6.3,32.05,보통,보통
2018-11-03 06,46.44,52.19,76.52,6.08,31.39,보통,보통
2018-11-03 07,48.01,52.52,76.2,6.15,32.44,보통,보통
2018-11-03 08,53.77,52.94,69.67,7.55,36.12,보통,나쁨
2018-11-03 09,60.32,53.1,58.72,10.38,40.32,보통,나쁨
2018-11-03 10,64.18,52.99,47.02,13.43,44.0,보통,나쁨
2018-11-03 11,75.12,52.57,38.61,15.88,49.34,보통,나쁨
2018-11-03 12,78.18,52.44,33.87,17.75,50.83,보통,나쁨
2018-11-03 13,76.93,52.53,29.64,19.01,49.49,보통,나쁨
2018-11-03 14,69.13,52.44,26.45,19.28,46.87,보통,나쁨
2018-11-03 15,55.09,52.4,23.59,19.09,41.16,보통,나쁨
2018-11-03 16,40.87,52.45,22.27,18.26,29.68,보통,보통
2018-11-03 17,33.28,52.44,24.98,16.56,18.72,보통,보통
2018-11-03 18,43.6,52.57,37.85,14.73,25.11,보통,보통
2018-11-03 19,46.07,52.68,43.55,13.4,29.51,보통,보통
2018-11-03 20,49.26,52.63,46.34,12.15,31.47,보통,보통
2018-11-03 21,50.13,52.74,50.04,11.1,31.46,보통,보통
2018-11-03 22,48.22,52.74,53.67,10.31,32.16,보통,보통
2018-11-03 23,45.96,52.42,56.89,9.58,32.76,보통,보통
2018-11-04 00,45.71,52.17,59.38,8.93,32.39,보통,보통
2018-11-04 01,42.8,51.92,62.02,8.33,28.92,보통,보통
2018-11-04 02,42.49,51.71,65.22,7.79,28.8,보통,보통
2018-11-04 03,39.85,51.59,68.4,7.32,31.1,보통,보통
2018-11-04 04,42.16,51.56,71.3,6.86,32.52,보통,보통
2018-11-04 05,45.69,51.69,73.44,6.49,34.71,보통,보통
2018-11-04 06,51.01,51.86,75.44,6.18,35.35,보통,보통
2018-11-04 07,61.28,52.1,75.36,6.12,43.38,보통,나쁨
2018-11-04 08,61.41,52.41,69.97,7.49,46.83,보통,나쁨
2018-11-04 09,66.71,52.47,59.46,10.35,49.72,보통,나쁨
2018-11-04 10,71.99,52.36,50.93,13.22,53.56,보통,나쁨
2018-11-04 11,76.62,52.08,38.07,16.22,54.47,보통,나쁨
2018-11-04 12,71.52,52.1,24.93,18.3,50.96,보통,나쁨
2018-11-04 13,64.3,52.07,20.71,19.53,46.57,보통,나쁨
2018-11-04 14,51.43,52.12,20.61,19.75,34.79,보통,보통
2018-11-04 15,41.84,52.22,20.27,19.45,31.4,보통,보통
2018-11-04 16,42.47,52.4,24.11,18.79,29.0,보통,보통
2018-11-04 17,43.08,52.38,34.61,16.92,29.44,보통,보통
2018-11-04 18,43.23,52.43,41.18,15.48,27.09,보통,보통
2018-11-04 19,44.1,52.39,45.89,14.76,27.42,보통,보통
2018-11-04 20,39.89,52.3,51.77,13.75,24.68,보통,보통
2018-11-04 21,40.58,52.36,54.79,12.61,25.5,보통,보통
2018-11-04 22,42.8,52.14,59.82,11.77,28.17,보통,보통
2018-11-04 23,44.98,51.98,64.43,11.02,29.92,보통,보통
2018-11-05 00,44.48,51.69,68.31,10.32,32.17,보통,보통
2018-11-05 01,43.4,51.41,71.24,9.85,32.58,보통,보통
2018-11-05 02,43.5,51.26,73.71,9.41,33.66,보통,보통
2018-11-05 03,45.03,51.14,75.81,8.96,34.19,보통,보통
2018-11-05 04,47.92,51.3,77.02,8.67,36.46,보통,나쁨
2018-11-05 05,47.5,51.89,78.44,8.28,36.03,보통,나쁨
2018-11-05 06,52.66,52.27,78.3,8.11,37.14,보통,나쁨
2018-11-05 07,61.61,52.76,78.32,8.18,43.2,보통,나쁨
2018-11-05 08,63.94,53.0,72.82,9.38,47.72,보통,나쁨
2018-11-05 09,60.63,53.09,63.57,11.46,44.7,보통,나쁨
2018-11-05 10,65.76,52.86,52.22,13.98,43.43,보통,나쁨
2018-11-05 11,69.4,52.62,41.42,16.18,44.97,보통,나쁨
2018-11-05 12,67.14,52.35,37.75,17.29,42.6,보통,나쁨
2018-11-05 13,70.61,52.6,37.67,18.4,45.27,보통,나쁨
2018-11-05 14,69.87,52.54,37.36,18.67,44.6,보통,나쁨
2018-11-05 15,76.84,52.66,38.63,18.4,46.92,보통,나쁨
2018-11-05 16,75.77,52.58,40.88,17.62,48.74,보통,나쁨
2018-11-05 17,78.58,52.52,46.45,16.41,51.87,보통,나쁨
2018-11-05 18,67.76,52.5,52.11,15.15,44.29,보통,나쁨
2018-11-05 19,61.84,52.52,56.85,14.1,37.54,보통,나쁨
2018-11-05 20,58.28,52.49,60.49,13.24,32.01,보통,보통
2018-11-05 21,60.14,52.38,63.78,12.47,34.57,보통,보통
2018-11-05 22,65.49,52.29,66.66,11.85,40.29,보통,나쁨
2018-11-05 23,67.91,52.06,69.47,11.24,44.26,보통,나쁨
2018-11-06 00,72.26,51.86,72.14,10.67,44.59,보통,나쁨
2018-11-06 01,75.07,51.61,74.21,10.24,49.24,보통,나쁨
2018-11-06 02,74.6,51.41,76.24,9.86,49.09,보통,나쁨
2018-11-06 03,80.74,51.23,76.25,9.91,57.52,보통,나쁨
2018-11-06 04,83.11,51.38,77.53,9.62,58.8,나쁨,나쁨
2018-11-06 05,84.62,51.8,78.68,9.27,59.55,나쁨,나쁨
2018-11-06 06,82.89,52.2,78.54,9.26,60.6,나쁨,나쁨
2018-11-06 07,80.44,52.68,76.99,9.56,58.66,보통,나쁨
2018-11-06 08,77.0,52.93,71.56,10.56,53.18,보통,나쁨
2018-11-06 09,73.91,52.95,62.2,12.49,50.84,보통,나쁨
2018-11-06 10,83.64,52.86,52.99,14.38,58.7,나쁨,나쁨
2018-11-06 11,114.45,52.53,50.44,15.23,83.44,나쁨,매우 나쁨
2018-11-06 12,142.38,52.36,48.19,16.56,103.58,나쁨,매우 나쁨
2018-11-06 13,163.69,52.63,45.71,17.75,115.89,매우나쁨,매우 나쁨
2018-11-06 14,202.35,52.76,46.66,17.78,141.01,매우나쁨,매우 나쁨
2018-11-06 15,232.47,52.99,48.1,17.59,159.05,매우나쁨,매우 나쁨
2018-11-06 16,225.34,52.62,48.45,17.51,159.96,매우나쁨,매우 나쁨
2018-11-06 17,233.7,52.59,54.42,16.29,167.49,매우나쁨,매우 나쁨
2018-11-06 18,257.73,52.44,61.38,14.91,176.59,매우나쁨,매우 나쁨
2018-11-06 19,254.06,52.55,63.29,14.45,179.74,매우나쁨,매우 나쁨
2018-11-06 20,261.87,52.36,64.36,14.23,190.04,매우나쁨,매우 나쁨
2018-11-06 21,251.76,52.26,65.57,13.98,177.61,매우나쁨,매우 나쁨
2018-11-06 22,255.98,52.16,67.0,13.68,181.8,매우나쁨,매우 나쁨
2018-11-06 23,255.44,51.99,68.52,13.38,184.34,매우나쁨,매우 나쁨
2018-11-07 00,263.18,51.61,69.0,13.3,195.25,매우나쁨,매우 나쁨
2018-11-07 01,278.45,51.28,70.86,13.27,202.76,매우나쁨,매우 나쁨
2018-11-07 02,219.38,51.27,77.6,12.71,161.92,매우나쁨,매우 나쁨
2018-11-07 03,138.3,51.81,84.73,12.11,101.48,나쁨,매우 나쁨
2018-11-07 04,128.01,51.42,86.49,11.89,95.23,나쁨,매우 나쁨
2018-11-07 05,116.54,51.83,86.56,11.9,93.63,나쁨,매우 나쁨
2018-11-07 06,115.15,52.26,86.07,11.95,87.57,나쁨,매우 나쁨
2018-11-07 07,93.48,52.72,85.75,12.2,65.67,나쁨,나쁨
2018-11-07 08,67.81,52.95,84.55,12.62,54.84,보통,나쁨
2018-11-07 09,65.33,52.85,82.24,13.25,45.97,보통,나쁨
2018-11-07 10,54.56,52.8,77.95,13.96,36.87,보통,나쁨
2018-11-07 11,48.6,52.61,74.23,14.57,37.66,보통,나쁨
2018-11-07 12,46.67,52.56,71.62,15.18,37.46,보통,나쁨
2018-11-07 13,45.05,52.86,68.09,16.02,35.16,보통,보통
2018-11-07 14,45.25,52.76,65.94,16.39,37.03,보통,나쁨
2018-11-07 15,43.74,52.65,63.76,16.68,35.05,보통,보통
2018-11-07 16,45.17,52.71,65.87,16.23,33.57,보통,보통
2018-11-07 17,46.58,52.64,72.7,15.25,32.31,보통,보통
2018-11-07 18,38.28,52.63,71.0,15.1,26.13,보통,보통
2018-11-07 19,34.65,52.64,69.59,15.01,26.26,보통,보통
2018-11-07 20,30.36,52.5,68.28,14.89,23.07,좋음,보통
2018-11-07 21,27.51,52.31,66.78,14.82,20.12,좋음,보통
2018-11-07 22,21.53,52.2,64.67,14.82,15.12,좋음,좋음
2018-11-07 23,14.47,51.86,64.07,14.68,8.77,좋음,좋음
2018-11-08 00,14.06,51.61,66.15,14.36,8.78,좋음,좋음
2018-11-08 01,14.0,51.7,77.05,13.46,8.59,좋음,좋음
2018-11-08 02,18.27,51.5,83.19,12.83,11.57,좋음,좋음
2018-11-08 03,18.95,51.27,84.45,12.61,15.02,좋음,좋음
2018-11-08 04,17.68,51.47,85.08,12.41,12.88,좋음,좋음
2018-11-08 05,17.75,52.02,86.35,12.23,11.09,좋음,좋음
2018-11-08 06,16.99,52.33,86.59,12.24,12.52,좋음,좋음
2018-11-08 07,16.26,52.7,85.78,12.49,11.41,좋음,좋음
2018-11-08 08,17.4,53.5,86.18,12.66,8.08,좋음,좋음
2018-11-08 09,21.23,53.44,86.17,12.73,7.59,좋음,좋음
2018-11-08 10,24.23,54.31,86.82,12.99,12.43,좋음,좋음
2018-11-08 11,26.3,53.84,87.65,13.11,18.41,좋음,보통
2018-11-08 12,18.04,54.01,86.37,13.41,10.88,좋음,좋음
2018-11-08 13,14.65,54.61,87.49,13.37,9.8,좋음,좋음
2018-11-08 14,12.63,53.6,89.32,13.27,8.56,좋음,좋음
2018-11-08 15,10.95,53.59,89.26,13.49,6.67,좋음,좋음
2018-11-08 16,11.48,55.49,90.08,13.58,6.31,좋음,좋음
2018-11-08 17,12.28,55.15,90.81,13.85,7.05,좋음,좋음
2018-11-08 18,13.35,54.89,90.85,14.22,7.69,좋음,좋음
2018-11-08 19,14.1,55.08,91.53,14.78,6.48,좋음,좋음
2018-11-08 20,12.84,54.86,91.34,15.46,5.9,좋음,좋음
2018-11-08 21,12.59,55.6,90.05,15.05,6.16,좋음,좋음
2018-11-08 22,11.22,55.62,87.15,13.69,5.94,좋음,좋음
2018-11-08 23,9.32,54.3,86.63,13.05,5.28,좋음,좋음
2018-11-09 00,15.07,52.33,82.87,12.99,5.34,좋음,좋음
2018-11-09 01,26.36,51.76,78.06,12.81,7.38,좋음,좋음
2018-11-09 02,21.4,51.59,79.37,12.12,8.93,좋음,좋음
2018-11-09 03,32.56,51.29,72.95,12.1,16.33,보통,보통
2018-11-09 04,37.94,51.37,67.79,12.11,22.58,보통,보통
2018-11-09 05,49.16,51.7,63.4,12.32,28.01,보통,보통
2018-11-09 06,40.68,52.26,68.05,12.17,24.84,보통,보통
2018-11-09 07,36.17,53.11,77.31,11.3,22.74,보통,보통
2018-11-09 08,30.31,53.39,74.32,11.73,21.09,좋음,보통
2018-11-09 09,25.79,53.27,67.51,12.43,17.69,좋음,보통
2018-11-09 10,25.7,53.08,60.1,13.49,15.31,좋음,좋음
2018-11-09 11,23.45,52.93,46.93,14.89,12.74,좋음,좋음
2018-11-09 12,26.35,52.82,45.05,15.45,11.24,좋음,좋음
2018-11-09 13,55.17,53.03,43.79,15.75,22.38,보통,보통
2018-11-09 14,86.12,53.46,44.85,15.88,32.13,나쁨,보통
2018-11-09 15,86.68,52.89,45.82,15.99,40.69,나쁨,나쁨
2018-11-09 16,79.51,52.91,54.57,15.3,53.75,보통,나쁨
2018-11-09 17,80.47,52.88,61.38,14.31,54.96,보통,나쁨
2018-11-09 18,79.85,52.7,63.24,13.74,46.66,보통,나쁨
2018-11-09 19,76.58,52.81,64.61,13.44,44.04,보통,나쁨
2018-11-09 20,77.57,52.72,66.11,13.32,47.76,보통,나쁨
2018-11-09 21,76.61,52.56,66.68,13.22,49.82,보통,나쁨
2018-11-09 22,78.02,52.56,66.97,13.11,49.95,보통,나쁨
2018-11-09 23,78.73,52.18,68.1,13.0,51.21,보통,나쁨
2018-11-10 00,77.91,51.95,66.77,13.05,52.32,보통,나쁨
2018-11-10 01,81.1,51.71,66.3,13.09,53.09,나쁨,나쁨
2018-11-10 02,81.88,51.48,68.99,12.94,54.6,나쁨,나쁨
2018-11-10 03,87.85,51.42,72.75,12.25,60.58,나쁨,나쁨
2018-11-10 04,85.22,51.44,75.22,11.7,58.12,나쁨,나쁨
2018-11-10 05,85.08,51.57,75.06,11.74,58.94,나쁨,나쁨
2018-11-10 06,90.63,51.82,76.05,11.48,60.21,나쁨,나쁨
2018-11-10 07,86.69,52.36,78.25,11.13,60.44,나쁨,나쁨
2018-11-10 08,92.91,52.6,75.68,11.77,66.31,나쁨,나쁨
2018-11-10 09,96.04,52.75,68.94,13.41,66.11,나쁨,나쁨
2018-11-10 10,102.8,52.55,61.35,15.14,72.05,나쁨,나쁨
2018-11-10 11,105.27,52.46,49.16,16.37,74.29,나쁨,나쁨
2018-11-10 12,107.05,52.43,39.58,17.12,75.72,나쁨,나쁨
2018-11-10 13,95.36,52.47,35.71,17.36,66.4,나쁨,나쁨
2018-11-10 14,95.96,52.44,36.29,17.16,66.21,나쁨,나쁨
2018-11-10 15,99.72,52.47,37.32,16.85,67.34,나쁨,나쁨
2018-11-10 16,94.56,52.49,36.52,16.32,58.18,나쁨,나쁨
2018-11-10 17,92.65,52.53,39.16,15.3,53.86,나쁨,나쁨
2018-11-10 18,102.78,52.52,52.5,14.21,59.82,나쁨,나쁨
2018-11-10 19,116.8,52.6,59.9,13.46,70.69,나쁨,나쁨
2018-11-10 20,128.35,52.59,65.34,12.92,74.43,나쁨,나쁨
2018-11-10 21,127.88,52.52,69.1,12.09,78.47,나쁨,매우 나쁨
2018-11-10 22,121.05,52.42,70.69,11.25,78.7,나쁨,매우 나쁨
2018-11-10 23,116.4,52.23,73.12,10.5,74.57,나쁨,나쁨
2018-11-11 00,107.52,51.94,74.11,9.73,70.5,나쁨,나쁨
