날짜,미세먼지(PM-10),소음(db),온도(℃),습도(%),초미세먼지(PM-2.5),PM10단계,PM25단계
2018-11-23 23,55.81,53.11,4.77,26.55,31.44,보통,보통
2018-11-24 00,54.31,52.29,4.53,25.48,31.49,보통,보통
2018-11-24 01,52.98,51.75,4.45,24.49,30.65,보통,보통
2018-11-24 02,49.45,51.74,4.57,23.93,30.31,보통,보통
2018-11-24 03,45.21,51.27,4.88,22.25,29.32,보통,보통
2018-11-24 04,40.34,51.26,5.01,21.45,27.36,보통,보통
2018-11-24 05,34.2,52.01,5.29,21.24,23.09,보통,보통
2018-11-24 06,33.5,53.04,4.46,44.77,22.64,보통,보통
2018-11-24 07,29.59,55.02,1.8,81.53,18.05,좋음,보통
2018-11-24 08,29.78,54.64,1.25,83.65,15.98,좋음,좋음
2018-11-24 09,28.36,53.82,1.25,85.03,13.56,좋음,좋음
2018-11-24 10,25.42,55.34,1.87,84.91,12.91,좋음,좋음
2018-11-24 11,22.27,56.13,2.84,81.61,11.01,좋음,좋음
2018-11-24 12,22.94,56.87,3.63,77.37,11.11,좋음,좋음
2018-11-24 13,23.65,56.7,4.03,75.52,14.19,좋음,좋음
2018-11-24 14,26.61,57.03,4.68,73.57,16.63,좋음,보통
2018-11-24 15,29.79,57.12,4.95,73.5,17.49,좋음,보통
2018-11-24 16,27.37,57.24,4.7,75.32,17.48,좋음,보통
2018-11-24 17,29.59,56.42,4.68,75.68,19.93,좋음,보통
2018-11-24 18,29.51,54.54,4.77,75.46,20.97,좋음,보통
2018-11-24 19,30.61,54.83,4.74,75.81,22.63,좋음,보통
2018-11-24 20,30.95,55.19,4.68,76.5,23.31,좋음,보통
2018-11-24 21,33.73,54.23,4.8,76.19,24.37,보통,보통
2018-11-24 22,36.67,53.9,5.01,76.07,26.54,보통,보통
2018-11-24 23,38.01,53.41,5.0,76.41,27.4,보통,보통
2018-11-25 00,39.86,52.54,4.88,77.2,28.41,보통,보통
2018-11-25 01,42.53,52.15,5.0,76.37,31.52,보통,보통
2018-11-25 02,43.09,51.51,4.77,77.67,32.7,보통,보통
2018-11-25 03,43.55,51.17,4.4,77.23,33.21,보통,보통
2018-11-25 04,44.21,51.1,4.08,76.99,34.18,보통,보통
2018-11-25 05,42.86,51.54,3.79,78.26,33.14,보통,보통
2018-11-25 06,44.47,52.22,3.27,80.06,34.12,보통,보통
2018-11-25 07,45.36,52.9,3.42,79.55,34.32,보통,보통
2018-11-25 08,49.48,53.53,3.98,78.66,36.63,보통,나쁨
2018-11-25 09,51.92,53.98,5.5,75.25,38.07,보통,나쁨
2018-11-25 10,53.5,54.12,7.05,68.71,40.86,보통,나쁨
2018-11-25 11,57.38,54.05,8.39,59.75,43.96,보통,나쁨
2018-11-25 12,61.72,54.04,9.85,51.13,48.18,보통,나쁨
2018-11-25 13,64.57,53.93,10.65,46.73,50.2,보통,나쁨
2018-11-25 14,65.81,54.04,10.94,45.86,49.7,보통,나쁨
2018-11-25 15,68.88,54.38,11.17,47.17,51.39,보통,나쁨
2018-11-25 16,67.16,54.09,10.81,50.82,49.42,보통,나쁨
2018-11-25 17,67.97,53.99,9.88,58.09,48.78,보통,나쁨
2018-11-25 18,67.91,53.94,8.77,63.83,48.52,보통,나쁨
2018-11-25 19,67.05,53.94,7.99,66.25,47.02,보통,나쁨
2018-11-25 20,67.29,53.89,7.12,69.68,47.24,보통,나쁨
2018-11-25 21,65.44,53.7,6.84,67.68,46.64,보통,나쁨
2018-11-25 22,67.95,53.38,6.51,68.04,48.29,보통,나쁨
2018-11-25 23,67.05,52.65,5.88,70.68,48.13,보통,나쁨
2018-11-26 00,64.82,51.91,5.88,70.3,47.23,보통,나쁨
2018-11-26 01,64.39,51.15,5.47,71.49,46.54,보통,나쁨
2018-11-26 02,64.26,50.65,5.1,73.01,46.99,보통,나쁨
2018-11-26 03,62.46,50.55,4.71,74.51,46.43,보통,나쁨
2018-11-26 04,63.52,51.23,4.58,74.11,46.87,보통,나쁨
2018-11-26 05,60.5,52.69,4.48,73.51,43.94,보통,나쁨
2018-11-26 06,58.99,53.92,4.54,73.25,43.66,보통,나쁨
2018-11-26 07,58.88,54.37,4.58,72.84,43.82,보통,나쁨
2018-11-26 08,60.94,54.74,4.93,73.06,44.67,보통,나쁨
2018-11-26 09,63.42,54.81,6.3,70.01,45.64,보통,나쁨
2018-11-26 10,67.41,54.79,7.74,63.76,47.05,보통,나쁨
2018-11-26 11,69.55,54.77,9.52,56.85,51.48,보통,나쁨
2018-11-26 12,79.25,54.61,11.39,49.27,58.71,보통,나쁨
2018-11-26 13,89.75,54.63,12.54,44.59,66.41,나쁨,나쁨
2018-11-26 14,88.26,54.84,13.49,40.73,60.78,나쁨,나쁨
2018-11-26 15,84.27,54.5,13.61,39.04,55.22,나쁨,나쁨
2018-11-26 16,86.26,54.47,12.88,41.05,56.16,나쁨,나쁨
2018-11-26 17,86.9,54.41,11.71,46.97,59.17,나쁨,나쁨
2018-11-26 18,85.52,54.35,10.45,53.79,57.91,나쁨,나쁨
2018-11-26 19,85.15,54.33,9.59,58.42,58.0,나쁨,나쁨
2018-11-26 20,87.49,54.21,9.0,61.28,60.86,나쁨,나쁨
2018-11-26 21,88.3,54.15,8.26,64.64,60.75,나쁨,나쁨
2018-11-26 22,87.34,53.86,7.7,67.63,60.52,나쁨,나쁨
2018-11-26 23,87.42,53.31,7.27,67.8,61.82,나쁨,나쁨
2018-11-27 00,85.42,52.5,6.64,68.93,61.07,나쁨,나쁨
2018-11-27 01,84.13,51.72,6.03,71.63,59.67,나쁨,나쁨
2018-11-27 02,82.59,51.58,5.84,72.06,60.16,나쁨,나쁨
2018-11-27 03,83.09,50.86,5.39,73.31,61.05,나쁨,나쁨
2018-11-27 04,80.27,51.36,5.73,72.71,58.91,보통,나쁨
2018-11-27 05,81.79,52.43,6.21,70.2,60.75,나쁨,나쁨
2018-11-27 06,80.67,53.73,6.34,71.44,60.55,보통,나쁨
2018-11-27 07,81.39,54.3,6.39,69.57,61.64,나쁨,나쁨
2018-11-27 08,83.6,54.55,7.19,68.94,62.79,나쁨,나쁨
2018-11-27 09,86.77,54.74,7.96,65.84,65.44,나쁨,나쁨
2018-11-27 10,92.44,54.84,8.99,62.29,67.92,나쁨,나쁨
2018-11-27 11,98.31,54.93,10.17,58.67,70.78,나쁨,나쁨
2018-11-27 12,101.76,55.54,11.73,54.97,74.06,나쁨,나쁨
2018-11-27 13,99.81,54.83,12.71,56.06,73.07,나쁨,나쁨
2018-11-27 14,99.49,54.76,13.33,61.72,72.36,나쁨,나쁨
2018-11-27 15,101.31,55.39,13.56,65.04,73.5,나쁨,나쁨
2018-11-27 16,116.33,54.45,13.03,66.75,81.93,나쁨,매우 나쁨
2018-11-27 17,153.66,54.32,12.27,64.31,105.46,매우나쁨,매우 나쁨
2018-11-27 18,203.55,54.37,11.46,55.93,130.65,매우나쁨,매우 나쁨
2018-11-27 19,256.25,54.37,10.58,35.13,142.89,매우나쁨,매우 나쁨
2018-11-27 20,239.98,54.02,9.71,28.05,92.86,매우나쁨,매우 나쁨
2018-11-27 21,217.87,53.86,8.8,26.92,48.89,매우나쁨,나쁨
2018-11-27 22,205.39,53.71,7.83,27.61,36.92,매우나쁨,나쁨
2018-11-27 23,199.27,53.08,7.09,30.15,34.81,매우나쁨,보통
2018-11-28 00,176.33,52.16,6.63,25.81,31.25,매우나쁨,보통
2018-11-28 01,164.42,51.49,6.32,21.44,29.16,매우나쁨,보통
2018-11-28 02,166.33,50.97,5.87,23.86,27.86,매우나쁨,보통
2018-11-28 03,166.27,50.59,5.41,25.83,26.3,매우나쁨,보통
2018-11-28 04,155.39,50.97,5.35,23.37,24.12,매우나쁨,보통
2018-11-28 05,148.49,52.08,5.13,23.53,24.03,나쁨,보통
2018-11-28 06,144.72,53.33,5.13,23.37,23.75,나쁨,보통
2018-11-28 07,142.88,53.86,5.03,23.69,23.51,나쁨,보통
2018-11-28 08,139.7,54.68,5.24,23.99,23.7,나쁨,보통
2018-11-28 09,138.79,54.42,6.19,18.89,24.97,나쁨,보통
2018-11-28 10,129.68,54.11,7.34,13.9,24.02,나쁨,보통
2018-11-28 11,117.4,54.16,8.63,10.67,20.91,나쁨,보통
2018-11-28 12,105.88,53.84,9.68,9.35,18.65,나쁨,보통
2018-11-28 13,101.01,54.12,10.82,8.04,16.62,나쁨,보통
2018-11-28 14,103.7,53.85,11.25,9.89,21.01,나쁨,보통
2018-11-28 15,103.83,54.26,10.71,12.66,29.21,나쁨,보통
2018-11-28 16,105.39,54.27,9.87,14.99,27.68,나쁨,보통
2018-11-28 17,113.42,53.93,8.53,19.02,25.31,나쁨,보통
2018-11-28 18,96.51,53.92,7.89,19.7,21.55,나쁨,보통
2018-11-28 19,91.55,53.86,7.62,19.91,19.59,나쁨,보통
2018-11-28 20,90.27,53.82,6.91,22.98,19.87,나쁨,보통
2018-11-28 21,86.68,53.84,6.12,25.81,21.57,나쁨,보통
2018-11-28 22,84.96,53.72,5.52,27.57,22.51,나쁨,보통
2018-11-28 23,83.03,53.18,5.29,27.22,22.21,나쁨,보통
2018-11-29 00,79.85,52.18,5.39,22.97,22.75,보통,보통
2018-11-29 01,76.26,51.65,4.74,25.27,22.9,보통,보통
2018-11-29 02,75.98,51.09,4.44,27.99,24.04,보통,보통
2018-11-29 03,79.35,50.67,4.57,27.94,24.78,보통,보통
2018-11-29 04,81.36,51.1,4.6,27.88,25.47,나쁨,보통
2018-11-29 05,84.78,52.28,3.94,29.95,29.0,나쁨,보통
2018-11-29 06,85.32,53.38,3.77,31.01,30.07,나쁨,보통
2018-11-29 07,84.31,54.0,3.74,32.68,30.24,나쁨,보통
2018-11-29 08,81.1,54.57,4.27,33.19,31.47,나쁨,보통
2018-11-29 09,84.19,54.3,5.72,28.26,33.64,나쁨,보통
2018-11-29 10,87.23,54.26,7.07,24.4,34.36,나쁨,보통
2018-11-29 11,89.14,54.44,7.6,23.32,33.01,나쁨,보통
2018-11-29 12,88.96,54.89,7.59,22.89,32.15,나쁨,보통
2018-11-29 13,88.85,55.51,7.84,22.4,32.59,나쁨,보통
2018-11-29 14,95.7,55.65,8.6,23.22,34.39,나쁨,보통
2018-11-29 15,101.5,55.91,7.91,29.41,35.32,나쁨,보통
2018-11-29 16,98.96,54.84,7.73,32.02,36.07,나쁨,나쁨
2018-11-29 17,102.15,54.0,7.81,35.04,30.6,나쁨,보통
2018-11-29 18,111.26,54.08,7.42,40.7,25.7,나쁨,보통
2018-11-29 19,102.75,54.41,6.62,42.84,21.72,나쁨,보통
2018-11-29 20,100.4,54.44,5.81,42.79,22.23,나쁨,보통
2018-11-29 21,102.8,54.11,5.18,44.02,25.55,나쁨,보통
2018-11-29 22,100.83,53.9,4.62,45.54,27.75,나쁨,보통
2018-11-29 23,95.12,53.46,4.4,48.86,26.06,나쁨,보통
2018-11-30 00,88.44,52.5,3.95,52.68,25.13,나쁨,보통
2018-11-30 01,84.5,51.98,3.08,55.72,24.51,나쁨,보통
2018-11-30 02,83.61,51.46,2.35,58.39,24.9,나쁨,보통
2018-11-30 03,83.32,51.03,1.88,59.92,24.39,나쁨,보통
2018-11-30 04,82.89,51.41,1.53,60.43,25.67,나쁨,보통
2018-11-30 05,82.07,52.58,1.29,60.25,25.77,나쁨,보통
2018-11-30 06,81.82,53.61,1.16,59.61,26.25,나쁨,보통
2018-11-30 07,82.16,54.28,1.23,60.2,26.78,나쁨,보통
2018-11-30 08,83.86,54.28,2.2,56.13,28.16,나쁨,보통
2018-11-30 09,88.08,54.42,3.86,48.44,32.38,나쁨,보통
2018-11-30 10,94.65,54.79,5.5,41.24,37.31,나쁨,나쁨
2018-11-30 11,89.32,54.46,6.79,34.97,36.05,나쁨,나쁨
2018-11-30 12,84.16,54.38,7.74,25.09,35.49,나쁨,보통
2018-11-30 13,81.13,54.02,8.27,17.04,32.82,나쁨,보통
2018-11-30 14,74.88,53.95,8.31,14.32,28.9,보통,보통
2018-11-30 15,68.0,54.08,8.21,16.23,27.7,보통,보통
2018-11-30 16,65.56,54.02,7.75,20.69,25.27,보통,보통
2018-11-30 17,73.21,53.86,7.12,24.98,28.69,보통,보통
2018-11-30 18,77.52,53.79,6.55,28.38,32.77,보통,보통
2018-11-30 19,72.67,53.86,5.87,29.51,33.45,보통,보통
2018-11-30 20,72.4,53.8,5.34,31.15,35.11,보통,보통
2018-11-30 21,67.98,53.96,4.95,32.28,34.07,보통,보통
2018-11-30 22,59.73,53.78,4.51,34.82,32.17,보통,보통
2018-11-30 23,56.24,53.39,4.66,38.38,30.08,보통,보통
2018-12-01 00,52.49,52.76,4.45,43.69,29.2,보통,보통
2018-12-01 01,51.1,52.24,4.04,47.0,28.25,보통,보통
2018-12-01 02,54.29,51.71,3.83,41.31,29.93,보통,보통
2018-12-01 03,58.34,51.5,3.53,41.36,33.22,보통,보통
2018-12-01 04,60.98,51.32,3.58,42.98,31.89,보통,보통
2018-12-01 05,59.85,52.13,4.27,40.51,32.77,보통,보통
2018-12-01 06,59.07,52.79,4.58,39.9,33.75,보통,보통
2018-12-01 07,59.39,53.27,4.74,39.28,34.23,보통,보통
2018-12-01 08,64.22,53.82,4.92,39.2,37.79,보통,나쁨
2018-12-01 09,64.6,54.17,5.91,38.3,39.66,보통,나쁨
2018-12-01 10,69.28,55.02,7.94,36.75,40.39,보통,나쁨
2018-12-01 11,68.0,55.16,9.51,38.21,37.82,보통,나쁨
2018-12-01 12,73.01,55.82,10.9,33.4,41.08,보통,나쁨
2018-12-01 13,76.46,55.69,11.74,25.8,41.82,보통,나쁨
2018-12-01 14,73.57,55.92,12.21,22.11,35.94,보통,보통
2018-12-01 15,73.93,56.19,12.3,23.21,36.17,보통,나쁨
2018-12-01 16,74.53,56.36,11.59,25.14,38.35,보통,나쁨
2018-12-01 17,75.11,56.09,10.29,28.23,39.16,보통,나쁨
2018-12-01 18,74.21,55.23,9.01,31.78,38.69,보통,나쁨
2018-12-01 19,75.13,55.04,8.04,34.8,40.06,보통,나쁨
2018-12-01 20,74.3,54.67,7.36,37.18,41.45,보통,나쁨
2018-12-01 21,74.16,53.68,7.39,37.86,43.52,보통,나쁨
2018-12-01 22,69.12,53.53,6.79,40.65,41.18,보통,나쁨
2018-12-01 23,71.02,52.97,6.68,42.01,43.97,보통,나쁨
2018-12-02 00,68.63,52.02,6.11,43.99,43.87,보통,나쁨
2018-12-02 01,66.35,51.38,6.3,42.33,42.43,보통,나쁨
2018-12-02 02,64.39,51.1,6.01,43.29,40.38,보통,나쁨
2018-12-02 03,64.65,50.83,5.82,44.59,38.33,보통,나쁨
2018-12-02 04,67.11,50.75,5.83,44.68,37.76,보통,나쁨
2018-12-02 05,64.65,51.16,6.04,45.07,37.56,보통,나쁨
2018-12-02 06,63.6,51.81,6.4,45.58,39.27,보통,나쁨
2018-12-02 07,62.89,52.35,7.05,45.45,37.8,보통,나쁨
2018-12-02 08,62.86,52.97,7.39,45.81,36.31,보통,나쁨
2018-12-02 09,62.68,53.53,8.21,45.2,34.22,보통,보통
2018-12-02 10,63.75,53.48,9.47,44.18,34.55,보통,보통
2018-12-02 11,63.62,53.55,10.87,42.29,34.33,보통,보통
2018-12-02 12,65.56,53.38,12.05,40.85,35.56,보통,보통
2018-12-02 13,69.0,53.71,12.48,41.15,36.64,보통,나쁨
2018-12-02 14,70.57,53.82,12.84,41.66,37.69,보통,나쁨
2018-12-02 15,69.94,54.09,13.33,40.71,35.03,보통,보통
2018-12-02 16,69.41,53.8,13.23,41.31,33.65,보통,보통
2018-12-02 17,67.68,53.43,12.81,43.05,32.63,보통,보통
2018-12-02 18,68.24,53.39,12.59,44.01,32.94,보통,보통
2018-12-02 19,65.76,53.2,12.39,44.32,31.84,보통,보통
2018-12-02 20,67.66,53.13,12.41,43.76,33.19,보통,보통
2018-12-02 21,68.32,52.9,12.43,42.69,33.86,보통,보통
2018-12-02 22,69.04,52.59,12.62,41.83,34.92,보통,보통
2018-12-02 23,67.14,52.0,12.7,41.77,30.95,보통,보통
2018-12-03 00,67.2,51.27,12.69,41.77,30.24,보통,보통
2018-12-03 01,63.63,50.59,12.81,42.6,28.69,보통,보통
2018-12-03 02,64.78,50.06,12.65,43.65,28.79,보통,보통
2018-12-03 03,63.25,49.9,12.76,44.62,29.55,보통,보통
2018-12-03 04,63.84,50.61,12.86,44.79,28.38,보통,보통
2018-12-03 05,66.07,52.65,12.49,52.55,29.92,보통,보통
2018-12-03 06,65.7,55.35,10.79,74.86,30.83,보통,보통
2018-12-03 07,64.74,55.05,10.79,77.12,27.83,보통,보통
2018-12-03 08,67.98,54.51,11.61,78.49,29.26,보통,보통
2018-12-03 09,68.92,55.48,12.05,78.2,32.35,보통,보통
2018-12-03 10,64.39,55.03,12.33,78.54,33.93,보통,보통
2018-12-03 11,61.9,55.24,12.46,80.74,32.75,보통,보통
2018-12-03 12,60.21,54.93,12.77,81.52,31.5,보통,보통
2018-12-03 13,60.32,54.57,13.09,80.9,32.52,보통,보통
2018-12-03 14,59.84,54.89,13.45,80.75,32.69,보통,보통
2018-12-03 15,60.0,55.67,13.79,81.96,35.36,보통,보통
2018-12-03 16,61.05,54.65,14.34,81.08,36.54,보통,나쁨
2018-12-03 17,60.28,54.16,14.41,81.5,37.58,보통,나쁨
2018-12-03 18,60.28,54.1,14.78,82.98,38.97,보통,나쁨
2018-12-03 19,54.46,54.05,14.98,80.83,34.7,보통,보통
2018-12-03 20,54.26,54.15,14.45,82.38,33.79,보통,보통
2018-12-03 21,54.69,54.0,14.28,82.54,34.51,보통,보통
2018-12-03 22,38.25,53.78,13.73,82.33,27.41,보통,보통
2018-12-03 23,31.7,53.17,13.49,81.31,24.29,보통,보통
2018-12-04 00,34.21,52.17,13.1,81.67,25.36,보통,보통
2018-12-04 01,39.85,51.59,12.8,82.35,29.91,보통,보통
2018-12-04 02,38.61,50.78,12.17,83.03,28.44,보통,보통
2018-12-04 03,42.67,50.87,11.87,83.49,28.66,보통,보통
2018-12-04 04,42.21,52.08,11.13,84.38,29.62,보통,보통
2018-12-04 05,38.21,53.53,10.66,83.33,28.4,보통,보통
2018-12-04 06,29.74,54.61,10.43,82.26,21.05,좋음,보통
2018-12-04 07,21.66,54.62,10.35,81.34,15.24,좋음,좋음
2018-12-04 08,23.97,54.7,10.1,81.2,18.35,좋음,보통
2018-12-04 09,29.99,54.81,10.17,81.34,20.8,좋음,보통
2018-12-04 10,38.36,54.58,10.48,79.9,26.64,보통,보통
2018-12-04 11,43.89,54.76,10.45,75.86,31.75,보통,보통
2018-12-04 12,60.59,55.56,9.67,74.39,43.86,보통,나쁨
2018-12-04 13,80.07,54.78,9.53,69.51,52.21,보통,나쁨
2018-12-04 14,85.48,54.35,9.78,59.39,46.78,나쁨,나쁨
2018-12-04 15,86.24,54.48,9.87,52.83,39.02,나쁨,나쁨
2018-12-04 16,85.7,54.44,9.46,50.42,36.1,나쁨,나쁨
2018-12-04 17,85.64,54.13,8.56,44.53,33.59,나쁨,보통
2018-12-04 18,83.31,54.26,7.7,42.34,30.21,나쁨,보통
2018-12-04 19,75.01,54.57,6.06,40.98,24.12,보통,보통
2018-12-04 20,71.54,54.45,4.44,38.68,21.85,보통,보통
2018-12-04 21,69.74,54.22,3.05,37.37,21.07,보통,보통
2018-12-04 22,56.31,54.0,2.17,39.66,16.6,보통,보통
2018-12-04 23,49.2,53.33,1.69,41.38,15.23,보통,좋음
2018-12-05 00,44.58,52.38,1.21,41.36,15.7,보통,좋음
2018-12-05 01,45.18,51.63,0.61,38.06,16.71,보통,보통
2018-12-05 02,46.98,50.95,0.03,35.0,17.75,보통,보통
2018-12-05 03,49.37,50.57,-0.47,33.55,16.39,보통,보통
2018-12-05 04,44.91,51.01,-0.82,32.99,13.6,보통,좋음
2018-12-05 05,42.84,52.46,-1.15,33.62,14.63,보통,좋음
2018-12-05 06,42.26,53.6,-1.41,34.6,14.85,보통,좋음
2018-12-05 07,42.61,54.21,-1.61,36.17,16.08,보통,보통
2018-12-05 08,45.69,54.64,-0.9,34.12,17.71,보통,보통
2018-12-05 09,46.9,54.48,0.14,32.18,17.87,보통,보통
2018-12-05 10,50.41,54.83,1.58,30.09,20.95,보통,보통
2018-12-05 11,51.79,55.09,2.56,28.28,22.0,보통,보통
2018-12-05 12,55.22,54.92,3.41,28.1,23.23,보통,보통
2018-12-05 13,56.76,54.59,4.37,25.49,26.95,보통,보통
2018-12-05 14,62.14,54.7,4.42,30.4,30.93,보통,보통
2018-12-05 15,62.36,54.92,3.91,33.24,30.29,보통,보통
2018-12-05 16,64.05,54.68,3.88,33.24,30.04,보통,보통
2018-12-05 17,62.68,54.41,3.8,32.08,30.7,보통,보통
2018-12-05 18,58.28,54.35,3.79,29.62,29.41,보통,보통
2018-12-05 19,54.76,54.4,3.45,30.74,26.62,보통,보통
2018-12-05 20,51.67,54.41,3.62,31.68,27.2,보통,보통
2018-12-05 21,53.61,54.49,3.59,33.8,28.07,보통,보통
2018-12-05 22,53.65,54.19,3.5,34.21,28.92,보통,보통
2018-12-05 23,52.15,53.74,3.63,34.64,29.08,보통,보통
2018-12-06 00,50.77,53.11,3.69,34.37,30.17,보통,보통
2018-12-06 01,50.46,52.72,3.27,36.99,29.36,보통,보통
2018-12-06 02,50.84,52.12,3.46,37.05,29.4,보통,보통
2018-12-06 03,48.86,51.73,3.51,37.9,28.67,보통,보통
2018-12-06 04,42.71,52.09,3.04,46.97,25.87,보통,보통
2018-12-06 05,41.78,53.07,2.6,52.69,26.0,보통,보통
2018-12-06 06,42.18,54.29,2.41,53.59,26.18,보통,보통
2018-12-06 07,40.37,54.79,2.47,53.13,23.36,보통,보통
2018-12-06 08,43.34,55.25,2.81,50.91,24.52,보통,보통
2018-12-06 09,46.74,55.31,3.17,52.29,27.84,보통,보통
2018-12-06 10,50.43,55.21,5.17,46.87,29.16,보통,보통
2018-12-06 11,53.71,55.13,6.34,43.11,28.99,보통,보통
2018-12-06 12,55.97,54.8,6.95,41.0,31.34,보통,보통
2018-12-06 13,59.48,54.59,7.47,37.9,33.44,보통,보통
2018-12-06 14,64.09,54.58,7.11,36.84,33.91,보통,보통
2018-12-06 15,66.87,54.49,6.69,32.08,30.93,보통,보통
2018-12-06 16,73.64,54.48,6.3,29.77,30.41,보통,보통
2018-12-06 17,74.04,54.38,5.83,33.19,27.08,보통,보통
2018-12-06 18,76.6,54.48,5.75,32.81,28.3,보통,보통
2018-12-06 19,82.98,54.52,5.03,37.36,35.58,나쁨,보통
2018-12-06 20,82.33,54.74,3.85,40.78,35.38,나쁨,보통
2018-12-06 21,72.04,54.69,2.62,48.86,28.43,보통,보통
2018-12-06 22,68.95,54.63,1.77,49.01,27.71,보통,보통
2018-12-06 23,68.96,54.08,0.87,47.95,30.73,보통,보통
2018-12-07 00,63.65,53.15,-0.49,47.97,31.22,보통,보통
2018-12-07 01,60.37,52.9,-1.72,48.04,32.74,보통,보통
2018-12-07 02,55.69,52.35,-3.59,44.8,31.47,보통,보통
2018-12-07 03,49.98,52.15,-4.99,29.07,24.05,보통,보통
2018-12-07 04,42.9,52.2,-5.9,34.77,15.52,보통,좋음
2018-12-07 05,39.14,53.28,-6.59,38.33,10.74,보통,좋음
2018-12-07 06,39.7,54.31,-7.3,32.58,9.42,보통,좋음
2018-12-07 07,39.48,54.85,-7.63,32.11,10.6,보통,좋음
2018-12-07 08,41.11,55.05,-7.72,28.2,12.39,보통,좋음
2018-12-07 09,40.75,55.22,-7.35,22.25,11.97,보통,좋음
2018-12-07 10,40.46,55.56,-6.58,19.29,11.94,보통,좋음
2018-12-07 11,40.93,55.18,-5.75,17.13,14.16,보통,좋음
2018-12-07 12,36.73,55.56,-4.91,16.82,16.2,보통,보통
2018-12-07 13,34.78,55.8,-4.35,16.93,15.33,보통,좋음
2018-12-07 14,38.03,56.36,-3.79,17.28,14.18,보통,좋음
2018-12-07 15,39.47,55.19,-3.85,19.78,16.19,보통,보통
2018-12-07 16,40.74,55.06,-4.53,25.01,16.8,보통,보통
2018-12-07 17,42.56,55.05,-5.12,26.76,18.21,보통,보통
2018-12-07 18,43.39,55.28,-5.79,30.54,18.41,보통,보통
2018-12-07 19,40.45,55.39,-6.5,33.89,17.79,보통,보통
2018-12-07 20,38.05,55.38,-7.03,37.6,18.9,보통,보통
2018-12-07 21,34.29,55.33,-7.35,40.4,18.12,보통,보통
2018-12-07 22,33.9,55.23,-7.51,42.07,18.86,보통,보통
2018-12-07 23,33.74,54.93,-7.68,42.83,19.21,보통,보통
2018-12-08 00,32.84,54.13,-7.99,43.9,19.08,보통,보통
2018-12-08 01,33.11,53.61,-8.14,43.82,17.56,보통,보통
2018-12-08 02,34.4,53.28,-8.35,42.99,17.82,보통,보통
2018-12-08 03,35.55,52.96,-8.47,42.22,20.54,보통,보통
2018-12-08 04,38.07,52.82,-8.9,39.26,22.59,보통,보통
2018-12-08 05,39.21,53.3,-9.18,34.86,21.06,보통,보통
2018-12-08 06,37.13,54.03,-9.27,22.29,19.56,보통,보통
2018-12-08 07,35.8,54.57,-9.17,17.61,18.46,보통,보통
2018-12-08 08,34.52,55.36,-8.75,15.52,16.37,보통,보통
2018-12-08 09,35.75,55.61,-7.97,16.26,11.91,보통,좋음
2018-12-08 10,41.11,55.98,-7.0,17.12,10.64,보통,좋음
2018-12-08 11,42.64,56.09,-6.11,18.44,12.24,보통,좋음
2018-12-08 12,44.55,57.14,-4.78,19.46,14.56,보통,좋음
2018-12-08 13,45.92,57.45,-3.93,20.42,16.36,보통,보통
2018-12-08 14,49.1,57.62,-3.59,20.04,18.24,보통,보통
2018-12-08 15,51.63,57.68,-3.75,20.95,18.25,보통,보통
2018-12-08 16,55.46,57.48,-4.31,25.19,18.11,보통,보통
2018-12-08 17,54.42,56.7,-4.72,29.6,19.56,보통,보통
2018-12-08 18,55.56,55.33,-4.92,32.7,21.05,보통,보통
2018-12-08 19,54.69,55.67,-5.55,34.39,22.1,보통,보통
2018-12-08 20,53.3,55.8,-6.0,36.52,21.65,보통,보통
2018-12-08 21,44.24,55.13,-6.74,39.8,19.8,보통,보통
2018-12-08 22,40.82,54.87,-7.43,39.58,18.39,보통,보통
2018-12-08 23,39.46,54.36,-7.87,38.95,17.57,보통,보통
2018-12-09 00,41.14,53.5,-8.29,32.59,19.3,보통,보통
2018-12-09 01,40.52,52.96,-8.68,27.42,19.42,보통,보통
2018-12-09 02,40.33,52.61,-8.8,26.39,17.42,보통,보통
2018-12-09 03,38.0,52.3,-8.95,25.52,16.42,보통,보통
2018-12-09 04,39.21,51.96,-9.15,24.87,17.8,보통,보통
2018-12-09 05,38.75,52.4,-9.22,25.7,19.12,보통,보통
2018-12-09 06,37.98,53.62,-9.15,25.57,19.12,보통,보통
2018-12-09 07,37.49,53.52,-9.25,25.13,19.32,보통,보통
2018-12-09 08,38.98,54.25,-8.82,23.58,20.65,보통,보통
2018-12-09 09,41.36,54.7,-7.68,20.7,21.48,보통,보통
2018-12-09 10,41.66,54.84,-6.15,19.45,20.52,보통,보통
2018-12-09 11,42.45,54.8,-4.95,17.97,21.37,보통,보통
2018-12-09 12,43.62,54.69,-3.7,16.68,23.98,보통,보통
2018-12-09 13,44.86,54.7,-2.46,14.98,25.23,보통,보통
2018-12-09 14,44.54,55.58,-2.06,14.38,25.14,보통,보통
2018-12-09 15,43.72,56.3,-1.85,15.57,25.17,보통,보통
2018-12-09 16,44.29,55.22,-2.29,17.13,25.47,보통,보통
2018-12-09 17,43.74,54.81,-2.7,18.11,24.83,보통,보통
2018-12-09 18,41.86,54.69,-2.68,18.44,23.91,보통,보통
2018-12-09 19,42.77,54.58,-2.58,19.04,22.69,보통,보통
2018-12-09 20,43.34,54.55,-2.82,21.05,22.81,보통,보통
