no,연도,월,일,지점,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),1시간 최다강수량(mm),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),안개 계속시간(hr),합계 일조시간(hr),합계 일사량(MJ/m2)
4075,YA,2,26,A,2.0,-1.3,708.0,4.3,1434.0,,0.0,13.0,160.0,1551.0,8.2,160.0,1619.0,3.5,2982.0,-3.0,47.0,1110.0,70.5,5.0,1005.9,1026.4,902,1021.3,1949.0,1024.1,11.2,8.4,,,,,,,,,4.4,3.6,4.4,-7.1,,,,,,,,,,,,,,
4076,YB,8,7,H,27.5,23.4,123.0,30.9,1719.0,0.8,1.2,13.5,270.0,114.0,8.4,270.0,133.0,4.9,4255.0,24.9,64.0,1718.0,86.4,31.5,999.2,1008.8,2321,1003.4,1.0,1007.1,13.8,,1200.0,3.59,,,,,,,4.3,3.5,30.4,23.2,28.0,27.7,27.4,27.1,27.7,25.8,23.2,19.1,17.5,4.8,6.8,,11.3,26.79
4077,YB,5,17,D,23.7,18.6,539.0,28.1,1600.0,0.0,0.0,6.4,20.0,1348.0,3.4,70.0,1651.0,1.5,1311.0,14.0,37.0,1652.0,56.1,16.0,1004.4,1014.5,651,1010.2,1758.0,1012.3,14.1,,900.0,2.17,,,,,,,8.0,4.8,27.9,13.9,25.1,24.1,23.7,23.2,20.6,17.1,15.2,13.4,14.5,3.2,4.6,,4.0,16.32
4078,YA,9,4,B,23.2,20.0,540.0,27.8,1626.0,,0.0,10.1,250.0,1838.0,5.2,270.0,1845.0,2.2,1932.0,16.7,43.0,1617.0,69.4,19.2,988.0,1000.9,2400,995.3,1421.0,997.7,12.9,11.0,1100.0,3.02,21.64,,,,,,5.1,3.4,24.0,17.0,25.4,25.4,25.1,25.2,25.6,25.5,25.0,21.2,16.8,4.5,6.5,,,
4079,YC,3,5,B,5.2,1.2,715.0,10.4,1433.0,,0.5,7.9,270.0,1918.0,4.9,270.0,1941.0,2.1,1844.0,0.2,44.0,1330.0,71.6,6.2,1005.6,1019.0,515,1013.6,1551.0,1016.2,11.5,6.2,1200.0,1.94,10.86,,,,,,6.1,2.9,5.4,-3.3,5.5,5.2,5.1,5.0,4.9,5.2,6.5,11.2,14.8,1.8,2.5,,,
4080,YC,4,27,C,12.8,9.3,529.0,17.7,1159.0,,0.0,11.5,270.0,1550.0,7.6,270.0,1500.0,3.7,3214.0,3.2,22.0,1214.0,56.4,7.9,1003.6,1015.6,31,1008.8,1901.0,1011.7,13.6,12.4,1200.0,2.85,22.33,,,,,,0.1,0.1,15.6,4.7,14.5,14.3,14.2,13.9,13.6,12.1,11.1,10.4,12.4,4.1,5.9,,,
4081,YC,10,1,A,18.2,16.2,2352.0,20.0,944.0,0.0,0.0,19.4,160.0,1252.0,14.7,160.0,1250.0,5.7,4928.0,16.2,68.0,1348.0,88.5,18.4,998.2,1018.9,1,1012.5,1615.0,1015.1,11.8,2.5,,,,,,,,,8.6,2.9,20.2,14.8,,,,,,,,,,,,,,
4082,YC,5,9,I,15.1,12.9,603.0,20.2,1438.0,3.5,4.0,6.9,50.0,1411.0,4.5,50.0,1415.0,1.6,1380.0,9.7,43.0,1448.0,71.9,12.1,1005.4,1014.6,620,1008.0,2351.0,1011.0,14.0,0.4,,,,,,,,,,,18.8,10.4,,,,,,,,,,,,,,
4083,YC,6,21,A,21.1,18.1,539.0,24.8,1312.0,,0.0,10.1,270.0,1645.0,7.9,270.0,1731.0,3.7,3225.0,19.1,69.0,1125.0,89.3,22.2,989.5,1008.4,2302,1003.7,115.0,1006.1,14.8,12.6,,,,,,,,,3.9,3.6,30.8,16.2,,,,,,,,,,,,2.5,,
4084,YA,11,3,D,10.0,3.0,654.0,19.1,1435.0,,0.0,3.9,20.0,1442.0,2.1,50.0,1451.0,0.8,711.0,3.6,31.0,1426.0,68.6,7.9,1017.6,1028.9,821,1023.2,1609.0,1026.0,10.6,9.7,1200.0,2.48,15.1,,,,,,1.4,0.0,9.8,-1.3,11.0,10.8,12.1,12.8,14.2,16.7,19.0,21.2,19.7,2.3,3.3,,,
4085,YB,8,19,F,26.2,23.5,517.0,29.7,1014.0,,0.0,5.3,110.0,1116.0,3.8,110.0,1121.0,1.7,1478.0,23.9,69.0,1044.0,88.4,29.7,999.8,1010.6,2138,1007.8,6.0,1009.2,13.4,,,,,,,,,,7.3,4.8,27.5,22.2,,,,,,,,,,,,,4.2,
4086,YA,10,1,H,17.9,15.2,200.0,22.4,1413.0,,0.0,13.7,290.0,6.0,8.9,270.0,49.0,4.0,3475.0,7.9,36.0,1359.0,52.9,10.7,1000.5,1013.1,2355,1003.7,1.0,1008.6,11.9,10.0,1300.0,2.97,17.7,,,,,,3.0,3.0,17.4,10.4,19.3,19.4,20.6,21.2,22.7,23.5,23.6,21.2,19.0,3.6,5.2,,,
4087,YB,8,31,G,23.4,20.1,304.0,29.1,1503.0,0.0,0.0,5.8,250.0,1716.0,3.1,250.0,1719.0,1.0,857.0,19.2,50.0,1529.0,79.0,22.2,1006.2,1016.6,2358,1012.9,151.0,1014.5,13.0,,1200.0,2.82,,,,,,,6.0,2.5,26.8,18.0,,,,,,,,,,3.3,4.7,,6.4,19.15
4088,YC,11,24,E,2.5,-1.0,132.0,7.8,1234.0,,0.1,12.2,290.0,1534.0,7.2,290.0,1526.0,2.2,1884.0,-3.5,35.0,1547.0,67.0,4.8,1017.8,1028.2,2353,1021.6,1402.0,1024.5,10.1,4.2,1200.0,1.64,7.67,0.2,550.0,0.2,550.0,0.2,5.3,3.9,3.4,-7.7,,,,,,,,,,1.3,1.8,,,
4089,YA,4,28,H,16.5,11.1,402.0,20.7,1622.0,,0.0,9.6,230.0,1235.0,7.1,200.0,1245.0,3.5,2982.0,9.3,31.0,747.0,63.9,12.0,1008.2,1018.7,47,1014.1,1701.0,1016.5,13.5,12.3,1000.0,3.14,23.16,,,,,,0.0,0.0,22.2,6.9,18.5,18.0,17.4,16.5,16.2,14.8,14.2,13.8,15.2,4.2,6.1,,,
4090,YC,7,25,H,25.8,24.0,653.0,29.4,1007.0,1.1,1.1,9.5,70.0,1835.0,5.1,270.0,807.0,2.5,2150.0,22.9,74.0,1012.0,84.6,28.0,996.0,1007.0,2353,1001.3,316.0,1003.8,14.1,0.0,1000.0,0.97,6.99,,,,,,9.0,4.8,27.7,23.5,28.2,28.3,28.9,28.8,29.2,25.6,22.9,18.2,16.8,2.0,2.9,0.3,,
4091,YB,1,8,E,1.2,-2.0,2400.0,5.1,1439.0,,0.0,11.9,290.0,1520.0,7.4,290.0,1419.0,3.7,3172.0,-12.2,17.0,1912.0,38.0,2.5,1019.6,1029.5,2400,1023.7,1401.0,1026.3,9.9,,1200.0,1.89,,,,,,,2.8,0.0,1.5,-4.2,,,,,,,,,,2.5,3.5,,8.7,10.68
4092,YC,1,3,F,7.1,2.2,703.0,13.1,1420.0,,0.0,8.0,340.0,341.0,4.4,320.0,345.0,2.1,1782.0,-5.8,19.0,1430.0,42.8,4.1,1011.8,1024.2,956,1020.2,29.0,1021.9,9.8,8.1,,,,,,,,,0.0,0.0,4.6,-1.9,,,,,,,,,,,,,,
4093,YA,4,15,B,9.5,5.6,519.0,14.2,1424.0,,0.0,8.7,290.0,1526.0,4.9,270.0,1248.0,2.4,2047.0,3.1,46.0,1258.0,65.5,7.6,1002.3,1017.0,2347,1009.6,5.0,1012.7,13.2,8.6,1200.0,2.71,17.29,,,,,,3.1,3.1,11.4,1.7,11.5,11.4,11.1,10.9,11.3,11.0,10.6,10.8,13.2,2.7,3.8,,,
4094,YA,11,19,B,6.5,3.3,718.0,11.3,1436.0,,0.0,7.7,290.0,1615.0,4.4,320.0,1539.0,1.4,1238.0,-3.5,30.0,1426.0,50.4,4.8,1012.2,1024.9,2341,1021.3,101.0,1022.7,10.1,5.8,1000.0,1.42,7.83,,,,,,1.9,1.5,5.6,-1.0,7.1,8.2,9.1,9.9,11.1,14.0,16.0,18.6,18.3,1.6,2.2,,,
4095,YB,4,24,A,11.3,9.6,2301.0,17.0,1018.0,0.0,0.0,11.4,320.0,1549.0,8.4,320.0,1550.0,4.2,3664.0,9.1,69.0,2218.0,86.6,11.6,1002.4,1009.7,1,1005.1,1601.0,1006.7,13.5,,1200.0,3.07,,,,,,,4.3,2.9,18.2,8.6,,,,,,,,,,2.9,4.1,,9.9,24.12
4096,YA,3,28,I,11.4,5.6,141.0,16.6,1356.0,,0.0,10.0,230.0,1323.0,5.9,200.0,1335.0,2.3,1995.0,7.6,60.0,1215.0,78.6,10.5,1011.4,1018.8,2345,1016.0,1406.0,1017.2,12.4,2.3,,,,,,,,,,,12.4,-0.2,,,,,,,,,,,,,,
4097,YB,11,11,D,11.7,8.8,212.0,16.3,1422.0,,1.3,8.4,230.0,1509.0,4.0,250.0,1404.0,1.8,1591.0,8.4,62.0,1407.0,81.3,11.0,1004.0,1018.5,2350,1007.4,8.0,1012.4,10.4,,1000.0,0.99,,,,,,,6.5,6.3,11.3,2.7,12.2,12.3,13.4,13.9,14.8,17.3,19.0,20.3,19.0,1.1,1.6,,2.3,6.03
4098,YB,6,24,A,21.4,16.8,2400.0,27.1,1433.0,,0.0,6.1,230.0,1849.0,4.4,230.0,1807.0,1.8,1544.0,16.6,42.0,1529.0,77.3,19.0,1006.6,1012.8,2341,1008.4,1.0,1010.8,14.8,,1200.0,3.59,,,,,,,1.6,1.4,33.8,12.3,,,,,,,,,,5.0,7.2,2.0,13.0,30.84
4099,YA,3,12,F,11.1,2.9,617.0,19.0,1452.0,,0.0,8.7,200.0,1536.0,5.3,180.0,1502.0,2.0,1757.0,1.1,19.0,1522.0,53.6,6.7,1012.1,1025.2,845,1019.3,1636.0,1022.2,11.8,10.8,,,,,,,,,0.0,0.0,8.6,-2.2,,,,,,,,,,,,,,
4100,YB,2,10,I,-5.2,-10.0,616.0,-2.4,1241.0,,0.0,7.0,360.0,405.0,4.9,360.0,356.0,1.9,1665.0,-18.7,25.0,1227.0,34.1,1.4,1025.5,1033.4,6,1030.0,2028.0,1031.8,10.6,,,,,,,,,,7.6,4.4,-3.5,-13.2,,,,,,,,,,,,,1.7,
4101,YB,8,5,F,27.7,23.5,541.0,32.9,1351.0,,0.0,5.7,90.0,1619.0,4.6,90.0,1630.0,1.9,1635.0,22.4,53.0,1420.0,74.1,27.1,1000.6,1011.6,745,1008.5,1537.0,1010.0,13.8,,,,,,,,,,2.8,0.1,32.6,21.0,,,,,,,,,,,,,11.3,
4102,YA,3,29,B,15.4,11.8,2358.0,21.1,1451.0,,0.0,7.3,290.0,1604.0,4.0,270.0,1609.0,1.6,1379.0,8.6,36.0,1629.0,66.3,11.2,1009.6,1021.7,950,1017.9,124.0,1019.8,12.5,7.5,1200.0,2.32,14.86,,,,,,4.9,3.9,15.1,3.5,14.5,13.2,11.8,10.7,10.4,8.5,8.3,10.2,13.7,3.0,4.2,,,
4103,YB,9,13,B,23.3,18.3,453.0,29.3,1555.0,0.1,0.1,7.5,20.0,753.0,3.5,360.0,749.0,1.7,1503.0,14.6,34.0,1538.0,60.4,16.7,1003.6,1015.9,1,1011.4,1507.0,1013.5,12.5,,1100.0,2.9,,,,,,,4.3,3.3,24.4,17.2,24.4,24.1,23.7,24.0,24.5,24.4,24.0,21.2,16.7,3.9,5.6,,10.9,21.35
4104,YA,10,1,I,15.2,11.2,252.0,19.4,1312.0,,0.0,12.0,230.0,1148.0,5.9,250.0,1155.0,2.9,2540.0,7.3,39.0,1201.0,60.4,10.2,1003.0,1014.2,2336,1004.6,3.0,1008.7,11.8,6.1,,,,,,,,,4.5,1.5,17.4,9.4,,,,,,,,,,,,,,
4105,YA,12,2,D,8.0,0.6,652.0,15.0,1549.0,,0.0,4.6,180.0,2218.0,2.6,110.0,2155.0,0.8,713.0,3.2,52.0,1432.0,73.6,7.8,1015.5,1027.7,1,1021.2,2351.0,1024.0,9.9,6.0,1300.0,1.55,8.59,,,,,,6.0,3.1,6.3,-4.5,6.6,6.3,7.4,7.9,9.5,12.4,14.9,18.8,19.3,1.4,2.0,,,
4106,YA,12,14,F,-0.1,-3.3,638.0,5.0,1413.0,,0.0,8.9,340.0,1448.0,5.5,340.0,624.0,2.9,2515.0,-12.9,19.0,1432.0,39.6,2.3,1021.6,1033.7,1012,1030.4,1406.0,1032.3,9.8,9.0,,,,,,,,,0.0,0.0,0.6,-8.6,,,,,,,,,,,,,,
4107,YA,11,24,E,1.4,-2.7,451.0,5.3,1517.0,,0.1,4.5,110.0,718.0,2.5,110.0,723.0,1.1,943.0,-4.8,37.0,1230.0,64.8,4.4,1019.1,1029.7,7,1023.2,1612.0,1025.9,10.1,1.1,1500.0,0.6,2.62,,,,,,6.5,4.6,1.9,-8.1,,,,,,,,,,0.6,0.8,,,
4108,YA,6,1,F,21.1,14.8,318.0,26.0,1236.0,,0.0,6.0,200.0,1425.0,3.0,180.0,1137.0,1.4,1252.0,13.8,43.0,1830.0,65.6,15.8,1004.7,1015.7,2204,1012.8,256.0,1014.3,14.4,13.3,,,,,,,,,0.0,0.0,23.6,10.4,,,,,,,,,,,,,,
4109,YB,6,5,F,23.4,19.0,329.0,28.8,959.0,,0.0,7.0,70.0,1121.0,4.7,90.0,1038.0,1.7,1504.0,15.5,40.0,922.0,64.1,17.7,1001.9,1013.4,2141,1008.1,213.0,1011.4,14.5,,,,,,,,,,1.1,0.0,28.4,14.1,,,,,,,,,,,,,12.8,
4110,YC,10,26,H,16.1,11.3,609.0,21.0,1347.0,,0.0,5.8,90.0,1436.0,4.2,140.0,1439.0,1.4,1174.0,10.2,52.0,1000.0,69.3,12.5,1012.7,1023.3,1,1019.2,1718.0,1021.0,11.0,8.4,1000.0,1.93,12.08,,,,,,3.8,2.1,15.5,5.3,16.2,16.2,17.1,17.6,18.8,20.9,21.7,21.0,19.6,2.1,3.0,,,
4111,YA,6,20,D,23.4,18.6,103.0,29.3,1641.0,,0.0,5.6,340.0,1445.0,3.0,290.0,1850.0,1.3,1146.0,18.1,43.0,1651.0,74.9,20.9,996.3,1005.8,2342,1002.2,1641.0,1004.2,14.6,9.4,1400.0,3.1,23.79,,,,,,6.4,4.3,28.8,16.4,27.4,26.2,25.9,25.6,24.5,22.2,19.9,16.0,14.8,4.3,6.1,,,
4112,YA,4,2,C,16.8,14.4,309.0,21.6,1328.0,,0.0,8.5,200.0,1200.0,5.3,200.0,1112.0,3.4,2909.0,12.1,54.0,1213.0,74.9,14.1,1007.3,1016.7,2400,1014.1,1528.0,1015.5,12.7,5.7,1200.0,2.91,16.39,,,,,,6.0,5.6,15.9,11.4,13.2,12.9,12.1,11.1,10.3,8.6,7.7,8.4,12.0,3.0,4.3,,,
4113,YA,11,20,F,8.4,4.1,617.0,14.1,1422.0,,0.0,6.6,320.0,1131.0,4.0,360.0,948.0,1.6,1380.0,-4.3,19.0,1202.0,43.8,4.6,1014.3,1025.7,1950,1023.0,2.0,1024.5,10.2,9.4,,,,,,,,,1.0,1.0,7.5,-2.1,,,,,,,,,,,,,,
4114,YC,12,28,G,0.8,-4.4,433.0,5.7,1449.0,,0.0,8.8,70.0,1123.0,5.3,50.0,1057.0,2.1,1830.0,-8.7,38.0,603.0,49.9,3.3,1020.4,1032.3,820,1027.2,1543.0,1029.6,9.8,0.3,1100.0,1.28,7.02,,,,,,5.8,0.5,-2.4,-9.6,,,,,,,,,,1.1,1.6,,,
4115,YB,2,18,F,5.5,0.1,328.0,9.8,1510.0,,0.0,6.9,340.0,846.0,4.6,340.0,451.0,2.0,1732.0,-11.6,15.0,1230.0,28.4,2.6,1013.7,1026.5,1026,1022.4,2400.0,1024.0,11.0,,,,,,,,,,9.5,5.4,3.1,-7.3,,,,,,,,,,,,,3.1,
4116,YB,5,9,F,19.6,15.1,258.0,25.7,1513.0,,0.0,9.2,320.0,855.0,5.0,320.0,857.0,2.1,1843.0,0.2,15.0,1152.0,28.1,6.2,999.2,1010.4,2335,1006.8,1625.0,1008.8,13.9,,,,,,,,,,4.3,0.4,19.5,9.1,,,,,,,,,,,,,10.9,
4117,YB,10,10,I,14.4,8.6,2.0,19.7,1444.0,,0.0,3.8,110.0,1035.0,2.7,140.0,1036.0,1.0,907.0,9.7,52.0,1314.0,74.1,12.1,1011.2,1018.6,1,1015.2,1339.0,1016.9,11.5,,,,,,,,,,9.5,5.5,16.0,4.5,,,,,,,,,,,,,1.1,
4118,YA,2,5,F,-5.3,-8.3,644.0,-1.3,1554.0,,0.0,12.1,340.0,1533.0,7.5,290.0,1315.0,4.3,3705.0,-21.3,18.0,1340.0,28.1,1.1,1012.7,1025.3,47,1021.0,1543.0,1023.5,10.6,9.7,,,,,,,,,0.0,0.0,-3.6,-10.4,,,,,,,,,,,,,,
4119,YB,11,27,B,3.1,0.3,2355.0,6.8,1423.0,,0.0,7.2,290.0,1252.0,4.6,290.0,1055.0,2.7,2318.0,-6.5,33.0,1427.0,50.8,3.8,1017.7,1029.9,850,1026.6,1451.0,1028.5,9.9,,1200.0,1.95,,,,,,,4.0,0.4,3.7,-3.6,5.8,7.0,8.0,8.9,9.6,12.4,14.8,18.4,17.9,1.8,2.6,,8.3,10.43
4120,YB,10,23,F,17.8,15.0,708.0,19.9,948.0,0.1,0.1,6.6,70.0,1217.0,3.9,70.0,1218.0,2.2,1903.0,13.7,69.0,1850.0,77.5,15.7,1008.4,1019.8,2036,1016.5,1427.0,1018.2,11.1,,,,,,,,,,9.0,4.1,16.4,11.6,,,,,,,,,,,,,0.9,
4121,YA,3,7,D,6.1,3.2,2350.0,10.2,1424.0,,4.0,12.7,110.0,1236.0,7.8,110.0,1535.0,4.0,3492.0,0.7,53.0,1147.0,69.5,6.5,1019.1,1031.8,607,1024.0,2357.0,1027.7,11.6,2.8,1100.0,2.32,12.51,,,,,,7.8,5.8,7.7,1.2,7.5,7.0,7.5,7.6,7.5,6.9,7.1,11.0,15.9,1.7,2.4,,,
4122,YB,2,12,D,-0.3,-6.2,648.0,5.4,1504.0,,0.0,4.9,340.0,2245.0,2.5,320.0,1527.0,1.0,869.0,-8.6,36.0,2110.0,54.6,3.2,1025.5,1037.0,915,1032.0,1733.0,1034.3,10.8,,1200.0,2.37,,,,,,,6.0,2.5,0.9,-8.9,1.3,1.1,2.3,2.8,4.0,5.9,7.7,12.5,16.7,1.4,2.0,,6.0,12.18
4123,YC,10,15,F,16.6,13.6,654.0,17.8,1140.0,1.7,2.4,9.4,70.0,1818.0,4.2,70.0,1820.0,2.4,2099.0,11.1,55.0,2148.0,70.9,13.2,1016.6,1027.9,2132,1024.7,352.0,1026.6,11.3,0.0,,,,,,,,,9.8,6.8,14.4,12.2,,,,,,,,,,,,,,
4124,YB,7,2,C,22.7,19.6,600.0,26.3,1518.0,,0.0,8.5,270.0,1347.0,5.1,270.0,1719.0,2.8,2385.0,19.5,57.0,1248.0,83.6,22.7,1001.0,1009.9,2309,1007.4,8.0,1008.9,14.7,,1200.0,3.36,,,,,,,4.5,4.5,29.8,18.9,25.3,24.6,24.1,23.3,22.4,20.6,18.7,14.6,12.5,4.6,6.5,1.05,11.5,27.02
4125,YA,7,13,A,21.7,20.1,422.0,23.5,1303.0,0.8,0.9,10.9,160.0,1345.0,7.4,160.0,1623.0,4.1,3523.0,21.6,97.0,1408.0,99.8,25.8,1005.3,1010.5,550,1007.9,1648.0,1009.4,14.6,0.5,1300.0,2.31,12.25,,,,,,9.8,9.8,23.5,20.7,,,,,,,,,,1.7,2.4,11.42,,
4126,YB,2,4,H,6.8,3.4,727.0,10.5,1242.0,,0.0,12.8,270.0,128.0,6.3,290.0,317.0,3.3,2814.0,-11.5,16.0,1212.0,28.5,2.8,1014.0,1025.4,2144,1013.7,1.0,1022.6,10.6,,1200.0,2.49,,,,,,,4.1,1.1,6.5,0.5,7.3,7.2,7.6,7.5,7.3,9.2,11.6,15.8,17.6,3.9,5.6,,9.7,15.67
4127,YA,11,23,G,5.5,0.4,634.0,10.8,1443.0,,0.0,7.3,50.0,1028.0,4.7,50.0,1116.0,1.3,1165.0,-4.6,29.0,1520.0,51.3,4.4,1019.4,1031.0,844,1026.3,1513.0,1028.4,10.1,8.0,1200.0,2.12,12.42,,,,,,2.1,0.0,4.2,-3.2,,,,,,,,,,2.0,2.9,,,
4128,YC,12,8,B,-3.8,-7.1,806.0,-0.5,1532.0,,0.0,7.9,290.0,1512.0,4.1,270.0,1321.0,1.8,1527.0,-15.4,24.0,1512.0,41.3,1.9,1013.2,1026.0,953,1022.9,2344.0,1024.3,9.7,8.5,1200.0,1.22,6.89,,,,,,2.1,2.1,-1.7,-10.4,0.7,2.2,3.7,4.7,6.1,9.8,13.1,17.9,18.4,1.0,1.4,,,
4129,YA,5,23,A,12.8,8.5,633.0,17.5,1405.0,,0.0,15.6,340.0,234.0,9.4,340.0,242.0,4.5,3861.0,9.4,30.0,1745.0,82.4,11.8,1003.8,1010.2,1011,1006.6,2248.0,1008.1,14.4,10.8,1200.0,3.72,29.5,,,,,,3.0,3.0,16.7,9.3,,,,,,,,,,4.1,5.9,4.0,,
4130,YB,2,14,B,-0.5,-5.9,743.0,6.3,1600.0,,0.0,5.8,160.0,1406.0,3.2,270.0,1643.0,1.4,1216.0,-18.7,16.0,1359.0,24.3,1.4,1019.9,1034.0,846,1027.2,1756.0,1030.9,10.8,,1200.0,2.34,,,,,,,5.3,1.3,1.2,-9.3,-0.3,-0.2,0.4,0.8,1.6,3.8,6.1,11.5,15.1,2.1,3.1,,9.2,14.39
4131,YB,1,26,A,-0.8,-3.3,644.0,1.5,2306.0,,0.0,19.3,340.0,340.0,13.3,340.0,337.0,9.0,7790.0,-8.5,47.0,2101.0,56.0,3.2,1025.3,1031.7,1009,1028.7,8.0,1029.9,10.1,,1200.0,2.22,,,,,,,0.5,0.5,-0.2,-4.5,,,,,,,,,,1.9,2.7,,9.5,13.41
4132,YB,5,21,E,18.6,9.4,522.0,26.1,1426.0,,0.0,10.6,270.0,1404.0,6.4,270.0,1409.0,2.5,2117.0,1.5,16.0,1404.0,35.6,6.9,1000.2,1008.8,711,1003.6,1735.0,1006.4,14.2,,1200.0,3.55,,,,,,,0.1,0.1,22.3,4.0,,,,,,,,,,7.3,10.4,,13.3,29.15
4133,YB,2,5,D,3.2,-4.3,743.0,12.0,1446.0,,0.0,3.1,160.0,1222.0,1.6,110.0,1530.0,0.8,705.0,-7.4,20.0,1512.0,50.4,3.5,1013.4,1026.6,230,1018.4,2048.0,1022.0,10.5,,1200.0,2.33,,,,,,,3.9,0.0,2.4,-6.8,3.0,2.4,3.2,3.6,4.1,5.8,7.7,13.0,17.0,1.7,2.5,,8.3,13.63
4134,YA,5,14,I,15.1,9.9,122.0,21.4,1447.0,,0.0,5.5,250.0,39.0,3.3,250.0,1551.0,1.4,1217.0,11.7,65.0,2132.0,81.0,13.9,1006.2,1013.7,739,1009.8,1824.0,1011.9,14.2,3.6,,,,,,,,,,,17.7,10.1,,,,,,,,,,,,,,
4135,YA,7,6,D,22.2,20.6,2400.0,24.5,1618.0,2.6,6.8,7.9,110.0,2021.0,6.3,90.0,2116.0,2.4,2041.0,19.9,76.0,2348.0,87.1,23.3,999.7,1009.8,2337,1005.7,144.0,1007.6,14.6,1.0,1500.0,2.0,10.21,,,,,,8.6,6.5,24.9,18.8,25.2,25.4,26.0,26.0,25.3,23.5,22.2,18.5,15.3,2.4,3.4,,,
4136,YB,10,21,B,17.1,10.9,637.0,24.6,1443.0,,0.0,4.2,340.0,1353.0,2.4,320.0,1650.0,1.0,901.0,8.6,28.0,1443.0,61.0,11.3,1008.5,1020.9,1,1016.3,1643.0,1018.6,11.1,,1100.0,2.2,,,,,,,2.1,0.0,15.9,5.1,16.7,17.3,17.6,18.8,18.7,19.8,20.7,20.0,17.7,2.9,4.1,,9.6,14.4
4137,YA,4,26,F,13.3,5.5,435.0,18.9,1421.0,,0.0,5.9,110.0,1509.0,3.0,160.0,1510.0,1.2,997.0,6.2,41.0,1030.0,62.9,9.7,1003.5,1015.9,733,1011.3,2354.0,1013.4,13.5,10.6,,,,,,,,,5.9,0.0,14.2,-0.4,,,,,,,,,,,,,,
4138,YC,11,12,G,8.5,2.9,708.0,15.7,1513.0,,0.0,5.7,320.0,1852.0,2.4,50.0,306.0,1.0,881.0,0.4,32.0,1445.0,60.5,6.3,1012.6,1023.4,735,1018.9,1754.0,1021.5,10.4,8.6,1300.0,2.11,13.27,,,,,,3.4,0.0,8.6,-4.3,,,,,,,,,,1.7,2.5,,,
4139,YA,5,17,A,13.6,11.2,237.0,17.0,933.0,7.0,21.9,14.6,160.0,1003.0,9.2,160.0,546.0,4.2,3649.0,13.5,99.0,944.0,100.0,15.6,997.0,1004.6,58,999.7,826.0,1001.3,14.3,0.0,1200.0,0.59,3.82,,,,,,10.0,9.0,14.5,11.9,,,,,,,,,,0.6,0.8,19.08,,
4140,YA,6,13,H,19.6,17.4,457.0,23.1,1450.0,,0.0,8.5,50.0,1930.0,4.4,70.0,1937.0,2.3,2015.0,14.5,64.0,1446.0,72.4,16.5,1000.4,1010.1,1146,1006.5,302.0,1008.5,14.5,5.0,1400.0,2.84,20.64,,,,,,7.1,7.1,22.8,16.8,22.0,21.7,21.6,21.4,22.0,20.5,18.6,15.4,15.5,3.6,5.1,,,
4141,YC,5,19,F,24.6,18.2,111.0,31.2,1641.0,,0.0,7.3,340.0,1226.0,4.4,320.0,849.0,2.5,2185.0,6.9,19.0,1607.0,35.1,10.2,1004.6,1016.1,839,1011.4,1647.0,1014.0,14.2,13.1,,,,,,,,,0.0,0.0,24.8,13.1,,,,,,,,,,,,,,
4142,YA,3,21,B,2.1,1.1,2033.0,5.3,1120.0,,1.0,8.0,50.0,50.0,3.3,110.0,21.0,1.7,1485.0,-4.6,33.0,1023.0,64.1,4.5,1007.5,1023.7,1,1016.0,1855.0,1018.2,12.2,0.4,1000.0,1.38,6.13,,,,,,9.9,5.9,3.2,-0.2,4.3,5.5,6.3,6.7,7.3,7.3,7.3,10.1,14.0,0.9,1.4,,,
4143,YA,4,15,F,12.8,9.4,611.0,17.5,1353.0,,0.0,11.4,320.0,1000.0,5.6,320.0,919.0,2.6,2216.0,4.3,31.0,1338.0,57.5,8.4,1000.4,1015.2,2349,1006.2,8.0,1010.3,13.1,10.3,,,,,,,,,3.5,1.5,14.1,7.0,,,,,,,,,,,,,,
